[1101, 39.8, 38.2, 39.20, 38.70, 223596, tse]
[1102, 44.45, 43.6, 43.80, 43.95, 22220, tse]
[1103, 20.7, 19.85, 20.10, 20.05, 7052, tse]
[1104, 29.0, 26.85, 26.95, 28.30, 23428, tse]
[1108, 17.3, 15.7, 16.20, 16.10, 29705, tse]
[1109, 17.9, 17.5, 17.60, 17.80, 1619, tse]
[1110, 18.45, 18.1, 18.25, 18.35, 969, tse]
[1201, 20.15, 19.9, 20.00, 20.05, 1492, tse]
[1203, 39.0, 36.8, 39.00, 38.20, 46, tse]
[1210, 51.8, 50.6, 51.40, 51.30, 6458, tse]
[1213, 7.38, 6.95, 7.10, 7.07, 196, tse]
[1215, 95.0, 88.2, 93.00, 90.00, 9572, tse]
[1216, 74.0, 72.6, 72.80, 73.60, 33339, tse]
[1217, 11.2, 10.9, 10.95, 11.00, 3896, tse]
[1218, 29.7, 28.85, 29.35, 29.35, 4114, tse]
[1219, 22.45, 20.5, 20.60, 21.25, 14149, tse]
[1220, 17.5, 15.95, 16.40, 16.10, 3044, tse]
[1225, 60.8, 60.1, 60.60, 60.20, 983, tse]
[1227, 40.4, 39.5, 40.20, 40.40, 5092, tse]
[1229, 63.5, 58.8, 60.00, 61.00, 16891, tse]
[1231, 91.0, 85.2, 89.40, 91.00, 5533, tse]
[1232, 151.5, 149.0, 149.00, 150.00, 192, tse]
[1233, 35.55, 33.95, 34.20, 34.20, 116, tse]
[1234, 36.4, 35.9, 35.95, 36.35, 1210, tse]
[1235, 71.9, 69.5, 70.00, 70.20, 15, tse]
[1236, 23.7, 23.45, 23.50, 23.55, 1529, tse]
[1240, 45.3, 44.7, 44.70, 45.00, 66, otc]
[1256, 314.0, 294.0, 294.00, 308.50, 57, tse]
[1258, 26.85, 26.8, 26.80, 26.80, 83, otc]
[1259, 73.5, 72.8, 73.00, 73.00, 15, otc]
[1264, 276.0, 272.0, 275.00, 273.50, 26, otc]
[1268, 147.0, 138.0, 144.50, 146.50, 642, otc]
[1301, 94.4, 91.9, 92.60, 93.90, 39313, tse]
[1303, 78.3, 76.9, 77.70, 78.00, 34898, tse]
[1304, 26.45, 24.9, 25.65, 25.50, 7195, tse]
[1305, 25.65, 24.6, 25.05, 25.05, 4762, tse]
[1307, 21.15, 20.75, 20.95, 20.90, 473, tse]
[1308, 28.2, 27.1, 27.30, 27.55, 6842, tse]
[1309, 21.3, 20.15, 20.65, 21.10, 3320, tse]
[1310, 18.2, 15.3, 15.90, 16.80, 155434, tse]
[1312, 21.1, 20.0, 20.25, 20.25, 26632, tse]
[1313, 15.35, 14.55, 14.55, 14.95, 6667, tse]
[1314, 10.45, 10.0, 10.15, 10.10, 51167, tse]
[1315, 70.5, 69.7, 70.10, 69.90, 61, tse]
[1316, 13.7, 13.0, 13.30, 13.45, 6478, tse]
[1319, 48.6, 46.05, 46.50, 47.65, 14480, tse]
[1321, 34.45, 34.0, 34.00, 34.30, 890, tse]
[1323, 33.05, 32.65, 32.90, 33.00, 297, tse]
[1324, 11.5, 11.2, 11.45, 11.35, 187, tse]
[1325, 24.3, 23.45, 23.60, 23.95, 969, tse]
[1326, 69.6, 68.5, 69.30, 68.90, 9877, tse]
[1336, 26.2, 24.7, 25.30, 26.20, 1470, otc]
[1337, 7.23, 7.05, 7.15, 7.15, 1106, tse]
[1338, 44.55, 43.4, 44.40, 44.25, 617, tse]
[1339, 44.0, 42.55, 43.20, 43.80, 662, tse]
[1340, 11.45, 11.0, 11.00, 11.30, 881, tse]
[1341, 69.9, 69.0, 69.70, 69.40, 33, tse]
[1342, 154.0, 135.0, 143.00, 149.00, 8438, tse]
[1402, 32.1, 31.5, 31.50, 31.90, 31108, tse]
[1409, 17.85, 17.4, 17.80, 17.60, 11046, tse]
[1410, 38.85, 37.75, 38.20, 38.80, 131, tse]
[1413, 9.64, 9.32, 9.46, 9.36, 199, tse]
[1414, 17.85, 17.3, 17.70, 17.50, 393, tse]
[1416, 12.25, 11.3, 11.40, 11.70, 6848, tse]
[1417, 14.5, 13.7, 14.10, 14.40, 4115, tse]
[1418, 16.2, 15.3, 15.90, 15.55, 194, tse]
[1419, 40.9, 40.3, 40.40, 40.50, 214, tse]
[1423, 21.45, 21.05, 21.05, 21.40, 604, tse]
[1432, 15.7, 14.75, 15.40, 15.55, 1240, tse]
[1434, 28.4, 27.9, 27.95, 28.30, 3872, tse]
[1436, 57.5, 56.9, 57.40, 57.30, 76, tse]
[1437, 28.75, 27.85, 28.15, 28.60, 1573, tse]
[1438, 32.25, 30.9, 31.00, 31.35, 788, tse]
[1439, 22.6, 21.6, 22.35, 22.15, 164, tse]
[1440, 16.95, 16.6, 16.80, 16.90, 3620, tse]
[1441, 8.31, 8.0, 8.10, 8.28, 509, tse]
[1442, 32.5, 31.8, 32.05, 32.35, 2569, tse]
[1443, 29.35, 28.1, 29.35, 28.55, 147, tse]
[1444, 10.95, 10.65, 10.80, 10.75, 8479, tse]
[1445, 20.45, 19.0, 19.20, 19.85, 1882, tse]
[1446, 31.7, 30.5, 31.60, 31.00, 346, tse]
[1447, 8.13, 7.93, 7.98, 8.08, 4008, tse]
[1449, 15.2, 14.7, 15.10, 15.10, 549, tse]
[1451, 23.0, 22.7, 22.80, 22.90, 936, tse]
[1452, 17.65, 17.5, 17.55, 17.65, 318, tse]
[1453, 15.6, 14.7, 15.20, 15.25, 978, tse]
[1454, 13.5, 13.1, 13.20, 13.30, 105, tse]
